date,ticker,close,volume
2025-11-11,A0002,11.8690,1063250
2025-11-12,A0002,11.8900,1064050
2025-11-13,A0002,11.9110,1064850
2025-11-14,A0002,11.9320,1065650
2025-11-17,A0002,11.9530,1066450
2025-11-18,A0002,11.9740,1067250
2025-11-19,A0002,11.9950,1068050
2025-11-20,A0002,12.0160,1068850
2025-11-21,A0002,12.0370,1069650
2025-11-24,A0002,12.0580,1070450
2025-11-25,A0002,12.0790,1071250
2025-11-26,A0002,12.1000,1072050
2025-11-27,A0002,12.1210,1072850
2025-11-28,A0002,12.1420,1073650
2025-12-01,A0002,12.1630,1074450
2025-12-02,A0002,12.1840,1075250
2025-12-03,A0002,12.2050,1076050
2025-12-04,A0002,12.2260,1076850
2025-12-05,A0002,12.2470,1077650
2025-12-08,A0002,12.2680,1078450
2025-12-09,A0002,12.2890,1079250
2025-12-10,A0002,12.3100,1080050
2025-12-11,A0002,12.3310,1080850
2025-12-12,A0002,12.3520,1081650
2025-12-15,A0002,12.3730,1082450
2025-12-16,A0002,12.3940,1083250
2025-12-17,A0002,12.4150,1084050
2025-12-18,A0002,12.4360,1084850
2025-12-19,A0002,12.4570,1085650
2025-12-22,A0002,12.4780,1086450
2025-12-23,A0002,12.4990,1087250
2025-12-24,A0002,12.5200,1088050
2025-12-25,A0002,12.5410,1088850
2025-12-26,A0002,12.5620,1089650
2025-12-29,A0002,12.5830,1090450
2025-12-30,A0002,12.6040,1091250
2025-12-31,A0002,12.6250,1092050
2026-01-01,A0002,12.6460,1092850
2026-01-02,A0002,12.6670,1093650
2026-01-05,A0002,12.6880,1094450
2026-01-06,A0002,12.7090,1095250
2026-01-07,A0002,12.7300,1096050
2026-01-08,A0002,12.7510,1096850
2026-01-09,A0002,12.7720,1097650
2026-01-12,A0002,12.7930,1098450
2026-01-13,A0002,12.8140,1099250
2026-01-14,A0002,12.8350,1100050
2026-01-15,A0002,12.8560,1100850
2026-01-16,A0002,12.8770,1101650
2026-01-19,A0002,12.8980,1102450
2026-01-20,A0002,12.9190,1103250
2025-07-23,A0003,10.4200,1000100
2025-07-24,A0003,10.4420,1000900
2025-07-25,A0003,10.4640,1001700
2025-07-28,A0003,10.4860,1002500
2025-07-29,A0003,10.5080,1003300
2025-07-30,A0003,10.5300,1004100
2025-07-31,A0003,10.5520,1004900
2025-08-01,A0003,10.5740,1005700
2025-08-04,A0003,10.5960,1006500
2025-08-05,A0003,10.6180,1007300
2025-08-06,A0003,10.6400,1008100
2025-08-07,A0003,10.6620,1008900
2025-08-08,A0003,10.6840,1009700
2025-08-11,A0003,10.7060,1010500
2025-08-12,A0003,10.7280,1011300
2025-08-13,A0003,10.7500,1012100
2025-08-14,A0003,10.7720,1012900
2025-08-15,A0003,10.7940,1013700
2025-08-18,A0003,10.8160,1014500
2025-08-19,A0003,10.8380,1015300
2025-08-20,A0003,10.8600,1016100
2025-08-21,A0003,10.8820,1016900
2025-08-22,A0003,10.9040,1017700
2025-08-25,A0003,10.9260,1018500
2025-08-26,A0003,10.9480,1019300
2025-08-27,A0003,10.9700,1020100
2025-08-28,A0003,10.9920,1020900
2025-08-29,A0003,11.0140,1021700
2025-09-01,A0003,11.0360,1022500
2025-09-02,A0003,11.0580,1023300
2025-09-03,A0003,11.0800,1024100
2025-09-04,A0003,11.1020,1024900
2025-09-05,A0003,11.1240,1025700
2025-09-08,A0003,11.1460,1026500
2025-09-09,A0003,11.1680,1027300
2025-09-10,A0003,11.1900,1028100
2025-09-11,A0003,11.2120,1028900
2025-09-12,A0003,11.2340,1029700
2025-09-15,A0003,11.2560,1030500
2025-09-16,A0003,11.2780,1031300
2025-09-17,A0003,11.3000,1032100
2025-09-18,A0003,11.3220,1032900
2025-09-19,A0003,11.3440,1033700
2025-09-22,A0003,11.3660,1034500
2025-09-23,A0003,11.3880,1035300
2025-09-24,A0003,11.4100,1036100
2025-09-25,A0003,11.4320,1036900
2025-09-26,A0003,11.4540,1037700
2025-09-29,A0003,11.4760,1038500
2025-09-30,A0003,11.4980,1039300
2025-10-01,A0003,11.5200,1040100
2025-10-02,A0003,11.5420,1040900
2025-10-03,A0003,11.5640,1041700
2025-10-06,A0003,11.5860,1042500
2025-10-07,A0003,11.6080,1043300
2025-10-08,A0003,11.6300,1044100
2025-10-09,A0003,11.6520,1044900
2025-10-10,A0003,11.6740,1045700
2025-10-13,A0003,11.6960,1046500
2025-10-14,A0003,11.7180,1047300
2025-10-15,A0003,11.7400,1048100
2025-10-16,A0003,11.7620,1048900
2025-10-17,A0003,11.7840,1049700
2025-10-20,A0003,11.8060,1050500
2025-10-21,A0003,11.8280,1051300
2025-10-22,A0003,11.8500,1052100
2025-10-23,A0003,11.8720,1052900
2025-10-24,A0003,11.8940,1053700
2025-10-27,A0003,11.9160,1054500
2025-10-28,A0003,11.9380,1055300
2025-10-29,A0003,11.9600,1056100
2025-10-30,A0003,11.9820,1056900
2025-10-31,A0003,12.0040,1057700
2025-11-03,A0003,12.0260,1058500
2025-11-04,A0003,12.0480,1059300
2025-11-05,A0003,12.0700,1060100
2025-11-06,A0003,12.0920,1060900
2025-11-07,A0003,12.1140,1061700
2025-11-10,A0003,12.1360,1062500
2025-11-11,A0003,12.1580,1063300
2025-11-12,A0003,12.1800,1064100
2025-11-13,A0003,12.2020,1064900
2025-11-14,A0003,12.2240,1065700
2025-11-17,A0003,12.2460,1066500
2025-11-18,A0003,12.2680,1067300
2025-11-19,A0003,12.2900,1068100
2025-11-20,A0003,12.3120,1068900
2025-11-21,A0003,12.3340,1069700
2025-11-24,A0003,12.3560,1070500
2025-11-25,A0003,12.3780,1071300
2025-11-26,A0003,12.4000,1072100
2025-11-27,A0003,12.4220,1072900
2025-11-28,A0003,12.4440,1073700
2025-12-01,A0003,12.4660,1074500
2025-12-02,A0003,12.4880,1075300
2025-12-03,A0003,12.5100,1076100
2025-12-04,A0003,12.5320,1076900
2025-12-05,A0003,12.5540,1077700
2025-12-08,A0003,12.5760,1078500
2025-12-09,A0003,12.5980,1079300
2025-12-10,A0003,12.6200,1080100
2025-12-11,A0003,12.6420,1080900
2025-12-12,A0003,12.6640,1081700
2025-12-15,A0003,12.6860,1082500
2025-12-16,A0003,12.7080,1083300
2025-12-17,A0003,12.7300,1084100
2025-12-18,A0003,12.7520,1084900
2025-12-19,A0003,12.7740,1085700
2025-12-22,A0003,12.7960,1086500
2025-12-23,A0003,12.8180,1087300
2025-12-24,A0003,12.8400,1088100
2025-12-25,A0003,12.8620,1088900
2025-12-26,A0003,12.8840,1089700
2025-12-29,A0003,12.9060,1090500
2025-12-30,A0003,12.9280,1091300
2025-12-31,A0003,12.9500,1092100
2026-01-01,A0003,12.9720,1092900
2026-01-02,A0003,12.9940,1093700
2026-01-05,A0003,13.0160,1094500
2026-01-06,A0003,13.0380,1095300
2026-01-07,A0003,13.0600,1096100
2026-01-08,A0003,13.0820,1096900
2026-01-09,A0003,13.1040,1097700
2026-01-12,A0003,13.1260,1098500
2026-01-13,A0003,13.1480,1099300
2026-01-14,A0003,13.1700,1100100
2026-01-15,A0003,13.1920,1100900
2026-01-16,A0003,13.2140,1101700
2026-01-19,A0003,13.2360,1102500
2026-01-20,A0003,13.2580,1103300
2025-07-23,A0004,10.6300,1000150
2025-07-24,A0004,10.6530,1000950
2025-07-25,A0004,10.6760,1001750
2025-07-28,A0004,10.6990,1002550
2025-07-29,A0004,10.7220,1003350
2025-07-30,A0004,10.7450,1004150
2025-07-31,A0004,10.7680,1004950
2025-08-01,A0004,10.7910,1005750
2025-08-04,A0004,10.8140,1006550
2025-08-05,A0004,10.8370,1007350
2025-08-06,A0004,10.8600,1008150
2025-08-07,A0004,10.8830,1008950
2025-08-08,A0004,10.9060,1009750
2025-08-11,A0004,10.9290,1010550
2025-08-12,A0004,10.9520,1011350
2025-08-13,A0004,10.9750,1012150
2025-08-14,A0004,10.9980,1012950
2025-08-15,A0004,11.0210,1013750
2025-08-18,A0004,11.0440,1014550
2025-08-19,A0004,11.0670,1015350
2025-08-20,A0004,11.0900,1016150
2025-08-21,A0004,11.1130,1016950
2025-08-22,A0004,11.1360,1017750
2025-08-25,A0004,11.1590,1018550
2025-08-26,A0004,11.1820,1019350
2025-08-27,A0004,11.2050,1020150
2025-08-28,A0004,11.2280,1020950
2025-08-29,A0004,11.2510,1021750
2025-09-01,A0004,11.2740,1022550
2025-09-02,A0004,11.2970,1023350
2025-09-03,A0004,11.3200,1024150
2025-09-04,A0004,11.3430,1024950
2025-09-05,A0004,11.3660,1025750
2025-09-08,A0004,11.3890,1026550
2025-09-09,A0004,11.4120,1027350
2025-09-10,A0004,11.4350,1028150
2025-09-11,A0004,11.4580,1028950
2025-09-12,A0004,11.4810,1029750
2025-09-15,A0004,11.5040,1030550
2025-09-16,A0004,11.5270,1031350
2025-09-17,A0004,11.5500,1032150
2025-09-18,A0004,11.5730,1032950
2025-09-19,A0004,11.5960,1033750
2025-09-22,A0004,11.6190,1034550
2025-09-23,A0004,11.6420,1035350
2025-09-24,A0004,11.6650,1036150
2025-09-25,A0004,11.6880,1036950
2025-09-26,A0004,11.7110,1037750
2025-09-29,A0004,11.7340,1038550
2025-09-30,A0004,11.7570,1039350
2025-10-01,A0004,11.7800,1040150
2025-10-02,A0004,11.8030,1040950
2025-10-03,A0004,11.8260,1041750
2025-10-06,A0004,11.8490,1042550
2025-10-07,A0004,11.8720,1043350
2025-10-08,A0004,11.8950,1044150
2025-10-09,A0004,11.9180,1044950
2025-10-10,A0004,11.9410,1045750
2025-10-13,A0004,11.9640,1046550
2025-10-14,A0004,11.9870,1047350
2025-10-15,A0004,12.0100,1048150
2025-10-16,A0004,12.0330,1048950
2025-10-17,A0004,12.0560,1049750
2025-10-20,A0004,12.0790,1050550
2025-10-21,A0004,12.1020,1051350
2025-10-22,A0004,12.1250,1052150
2025-10-23,A0004,12.1480,1052950
2025-10-24,A0004,12.1710,1053750
2025-10-27,A0004,12.1940,1054550
2025-10-28,A0004,12.2170,1055350
2025-10-29,A0004,12.2400,1056150
2025-10-30,A0004,12.2630,1056950
2025-10-31,A0004,12.2860,1057750
2025-11-03,A0004,12.3090,1058550
2025-11-04,A0004,12.3320,1059350
2025-11-05,A0004,12.3550,1060150
2025-11-06,A0004,12.3780,1060950
2025-11-07,A0004,12.4010,1061750
2025-11-10,A0004,12.4240,1062550
2025-11-11,A0004,12.4470,1063350
2025-11-12,A0004,12.4700,1064150
2025-11-13,A0004,12.4930,1064950
2025-11-14,A0004,12.5160,1065750
2025-11-17,A0004,12.5390,1066550
2025-11-18,A0004,12.5620,1067350
2025-11-19,A0004,12.5850,1068150
2025-11-20,A0004,12.6080,1068950
2025-11-21,A0004,12.6310,1069750
2025-11-24,A0004,12.6540,1070550
2025-11-25,A0004,12.6770,1071350
2025-11-26,A0004,12.7000,1072150
2025-11-27,A0004,12.7230,1072950
2025-11-28,A0004,12.7460,1073750
2025-12-01,A0004,12.7690,1074550
2025-12-02,A0004,12.7920,1075350
2025-12-03,A0004,12.8150,1076150
2025-12-04,A0004,12.8380,1076950
2025-12-05,A0004,12.8610,1077750
2025-12-08,A0004,12.8840,1078550
2025-12-09,A0004,12.9070,1079350
2025-12-10,A0004,12.9300,1080150
2025-12-11,A0004,12.9530,1080950
2025-12-12,A0004,12.9760,1081750
2025-12-15,A0004,12.9990,1082550
2025-12-16,A0004,13.0220,1083350
2025-12-17,A0004,13.0450,1084150
2025-12-18,A0004,13.0680,1084950
2025-12-19,A0004,13.0910,1085750
2025-12-22,A0004,13.1140,1086550
2025-12-23,A0004,13.1370,1087350
2025-12-24,A0004,13.1600,1088150
2025-12-25,A0004,13.1830,1088950
2025-12-26,A0004,13.2060,1089750
2025-12-29,A0004,13.2290,1090550
2025-12-30,A0004,13.2520,1091350
2025-12-31,A0004,13.2750,1092150
2026-01-01,A0004,13.2980,1092950
2026-01-02,A0004,13.3210,1093750
2026-01-05,A0004,13.3440,1094550
2026-01-06,A0004,13.3670,1095350
2026-01-07,A0004,13.3900,1096150
2026-01-08,A0004,13.4130,1096950
2026-01-09,A0004,13.4360,1097750
2026-01-12,A0004,13.4590,1098550
2026-01-13,A0004,13.4820,1099350
2026-01-14,A0004,13.5050,1100150
2026-01-15,A0004,13.5280,1100950
2026-01-16,A0004,13.5510,1101750
2026-01-19,A0004,13.5740,1102550
2026-01-20,A0004,13.5970,1103350
2025-07-23,A0005,10.8400,1000200
2025-07-24,A0005,10.8640,1001000
2025-07-25,A0005,10.8880,1001800
2025-07-28,A0005,10.9120,1002600
2025-07-29,A0005,10.9360,1003400
2025-07-30,A0005,10.9600,1004200
2025-07-31,A0005,10.9840,1005000
2025-08-01,A0005,11.0080,1005800
2025-08-04,A0005,11.0320,1006600
2025-08-05,A0005,11.0560,1007400
2025-08-06,A0005,11.0800,1008200
2025-08-07,A0005,11.1040,1009000
2025-08-08,A0005,11.1280,1009800
2025-08-11,A0005,11.1520,1010600
2025-08-12,A0005,11.1760,1011400
2025-08-13,A0005,11.2000,1012200
2025-08-14,A0005,11.2240,1013000
2025-08-15,A0005,11.2480,1013800
2025-08-18,A0005,11.2720,1014600
2025-08-19,A0005,11.2960,1015400
2025-08-20,A0005,11.3200,1016200
2025-08-21,A0005,11.3440,1017000
2025-08-22,A0005,11.3680,1017800
2025-08-25,A0005,11.3920,1018600
2025-08-26,A0005,11.4160,1019400
2025-08-27,A0005,11.4400,1020200
2025-08-28,A0005,11.4640,1021000
2025-08-29,A0005,11.4880,1021800
2025-09-01,A0005,11.5120,1022600
2025-09-02,A0005,11.5360,1023400
2025-09-03,A0005,11.5600,1024200
2025-09-04,A0005,11.5840,1025000
2025-09-05,A0005,11.6080,1025800
2025-09-08,A0005,11.6320,1026600
2025-09-09,A0005,11.6560,1027400
2025-09-10,A0005,11.6800,1028200
2025-09-11,A0005,11.7040,1029000
2025-09-12,A0005,11.7280,1029800
2025-09-15,A0005,11.7520,1030600
2025-09-16,A0005,11.7760,1031400
2025-09-17,A0005,11.8000,1032200
2025-09-18,A0005,11.8240,1033000
2025-09-19,A0005,11.8480,1033800
2025-09-22,A0005,11.8720,1034600
2025-09-23,A0005,11.8960,1035400
2025-09-24,A0005,11.9200,1036200
2025-09-25,A0005,11.9440,1037000
2025-09-26,A0005,11.9680,1037800
2025-09-29,A0005,11.9920,1038600
2025-09-30,A0005,12.0160,1039400
2025-10-01,A0005,12.0400,1040200
2025-10-02,A0005,12.0640,1041000
2025-10-03,A0005,12.0880,1041800
2025-10-06,A0005,12.1120,1042600
2025-10-07,A0005,12.1360,1043400
2025-10-08,A0005,12.1600,1044200
2025-10-09,A0005,12.1840,1045000
2025-10-10,A0005,12.2080,1045800
2025-10-13,A0005,12.2320,1046600
2025-10-14,A0005,12.2560,1047400
2025-10-15,A0005,12.2800,1048200
2025-10-16,A0005,12.3040,1049000
2025-10-17,A0005,12.3280,1049800
2025-10-20,A0005,12.3520,1050600
2025-10-21,A0005,12.3760,1051400
2025-10-22,A0005,12.4000,1052200
2025-10-23,A0005,12.4240,1053000
2025-10-24,A0005,12.4480,1053800
2025-10-27,A0005,12.4720,1054600
2025-10-28,A0005,12.4960,1055400
2025-10-29,A0005,12.5200,1056200
2025-10-30,A0005,12.5440,1057000
2025-10-31,A0005,12.5680,1057800
2025-11-03,A0005,12.5920,1058600
2025-11-04,A0005,12.6160,1059400
2025-11-05,A0005,12.6400,1060200
2025-11-06,A0005,12.6640,1061000
2025-11-07,A0005,12.6880,1061800
2025-11-10,A0005,12.7120,1062600
2025-11-11,A0005,12.7360,1063400
2025-11-12,A0005,12.7600,1064200
2025-11-13,A0005,12.7840,1065000
2025-11-14,A0005,12.8080,1065800
2025-11-17,A0005,12.8320,1066600
2025-11-18,A0005,12.8560,1067400
2025-11-19,A0005,12.8800,1068200
2025-11-20,A0005,12.9040,1069000
2025-11-21,A0005,12.9280,1069800
2025-11-24,A0005,12.9520,1070600
2025-11-25,A0005,12.9760,1071400
2025-11-26,A0005,13.0000,1072200
2025-11-27,A0005,13.0240,1073000
2025-11-28,A0005,13.0480,1073800
2025-12-01,A0005,13.0720,1074600
2025-12-02,A0005,13.0960,1075400
2025-12-03,A0005,13.1200,1076200
2025-12-04,A0005,13.1440,1077000
2025-12-05,A0005,13.1680,1077800
2025-12-08,A0005,13.1920,1078600
2025-12-09,A0005,13.2160,1079400
2025-12-10,A0005,13.2400,1080200
2025-12-11,A0005,13.2640,1081000
2025-12-12,A0005,13.2880,1081800
2025-12-15,A0005,13.3120,1082600
2025-12-16,A0005,13.3360,1083400
2025-12-17,A0005,13.3600,1084200
2025-12-18,A0005,13.3840,1085000
2025-12-19,A0005,13.4080,1085800
2025-12-22,A0005,13.4320,1086600
2025-12-23,A0005,13.4560,1087400
2025-12-24,A0005,13.4800,1088200
2025-12-25,A0005,13.5040,1089000
2025-12-26,A0005,13.5280,1089800
2025-12-29,A0005,13.5520,1090600
2025-12-30,A0005,13.5760,1091400
2025-12-31,A0005,13.6000,1092200
2026-01-01,A0005,13.6240,1093000
2026-01-02,A0005,13.6480,1093800
2026-01-05,A0005,13.6720,1094600
2026-01-06,A0005,13.6960,1095400
2026-01-07,A0005,13.7200,1096200
2026-01-08,A0005,13.7440,1097000
2026-01-09,A0005,13.7680,1097800
2026-01-12,A0005,13.7920,1098600
2026-01-13,A0005,13.8160,1099400
2026-01-14,A0005,13.8400,1100200
2026-01-15,A0005,13.8640,1101000
2026-01-16,A0005,13.8880,1101800
2026-01-19,A0005,13.9120,1102600
2026-01-20,A0005,13.9360,1103400
2025-07-23,A0006,11.0000,1000250
2025-07-24,A0006,11.0250,1001050
2025-07-25,A0006,11.0500,1001850
2025-07-28,A0006,11.0750,1002650
2025-07-29,A0006,11.1000,1003450
2025-07-30,A0006,11.1250,1004250
2025-07-31,A0006,11.1500,1005050
2025-08-01,A0006,11.1750,1005850
2025-08-04,A0006,11.2000,1006650
2025-08-05,A0006,11.2250,1007450
2025-08-06,A0006,11.2500,1008250
2025-08-07,A0006,11.2750,1009050
2025-08-08,A0006,11.3000,1009850
2025-08-11,A0006,11.3250,1010650
2025-08-12,A0006,11.3500,1011450
2025-08-13,A0006,11.3750,1012250
2025-08-14,A0006,11.4000,1013050
2025-08-15,A0006,11.4250,1013850
2025-08-18,A0006,11.4500,1014650
2025-08-19,A0006,11.4750,1015450
2025-08-20,A0006,11.5000,1016250
2025-08-21,A0006,11.5250,1017050
2025-08-22,A0006,11.5500,1017850
2025-08-25,A0006,11.5750,1018650
2025-08-26,A0006,11.6000,1019450
2025-08-27,A0006,11.6250,1020250
2025-08-28,A0006,11.6500,1021050
2025-08-29,A0006,11.6750,1021850
2025-09-01,A0006,11.7000,1022650
2025-09-02,A0006,11.7250,1023450
2025-09-03,A0006,11.7500,1024250
2025-09-04,A0006,11.7750,1025050
2025-09-05,A0006,11.8000,1025850
2025-09-08,A0006,11.8250,1026650
2025-09-09,A0006,11.8500,1027450
2025-09-10,A0006,11.8750,1028250
2025-09-11,A0006,11.9000,1029050
2025-09-12,A0006,11.9250,1029850
2025-09-15,A0006,11.9500,1030650
2025-09-16,A0006,11.9750,1031450
2025-09-17,A0006,12.0000,1032250
2025-09-18,A0006,12.0250,1033050
2025-09-19,A0006,12.0500,1033850
2025-09-22,A0006,12.0750,1034650
2025-09-23,A0006,12.1000,1035450
2025-09-24,A0006,12.1250,1036250
2025-09-25,A0006,12.1500,1037050
2025-09-26,A0006,12.1750,1037850
